categorized
120
2
7,75,8
5,85,15
4,50,8
2,0,8
4,65,8
5,85,8
6,75,15
4,50,8
1,0,8
5,85,8
6,75,15
4,50,8
1,0,8
1,0,8
5,70,15
5,90,8
7,90,15
4,85,8
4,45,8
7,60,15
1,85,8
3,55,15
3,0,8
3,0,8
2,50,8
3,0,8
3,0,8
2,50,8
6,35,8
3,95,15
5,85,15
4,87,8
4,94,8
3,84,8
6,88,8
4,89,15
4,0,8
5,82,8
4,75,15
4,75,15
3,83,15
1,0,8
4,0,8
5,86,8
2,84,15
7,91,8
5,87,15
4,96,15
7,85,15
4,88,15
4,96,15
7,85,15
4,88,15
7,86,8
4,93,15
5,89,15
7,86,8
2,0,8
7,87,8
3,94,8
5,86,8
2,93,8
4,82,15
5,64,8
5,83,15
4,75,15
2,0,8
2,87,15
4,75,15
2,0,8
2,87,15
3,84,8
7,89,8
5,91,15
5,77,15
4,83,8
6,79,15
3,92,8
5,86,8
2,92,8
4,81,15
5,65,8
5,84,15
4,74,15
2,0,8
2,0,8
4,88,15
4,0,8
5,81,8
4,75,15
3,82,15
1,0,8
4,0,8
5,84,8
2,86,15
7,92,8
4,93,15
5,89,15
7,85,8
2,0,8
7,85,8
2,0,8
7,88,8
2,89,15
3,84,8
7,87,8
5,92,15
5,76,15
4,82,8
6,79,15
3,95,15
5,85,15
5,85,15
4,87,8
4,93,8
3,82,8
6,87,8
5,86,15
4,94,15
7,84,15
4,83,15
