categorized
120
2
4,80,8
3,75,8
6,50,8
4,50,8
2,50,8
5,90,8
7,55,8
3,45,8
3,50,8
2,65,15
1,0,8
2,0,8
3,80,8
3,35,8
3,65,8
4,65,15
3,80,8
3,35,8
3,65,8
4,65,15
5,67,15
2,80,8
1,0,8
1,0,8
1,50,15
2,75,8
6,95,8
3,85,8
2,91,8
2,86,8
2,86,8
6,94,8
4,85,8
3,82,8
2,0,8
2,85,8
2,80,8
1,97,8
6,80,8
2,0,15
2,0,15
7,81,8
5,84,8
4,84,8
3,83,8
2,98,8
3,94,8
1,84,8
1,83,8
1,87,8
3,83,8
3,83,8
6,75,8
2,86,8
4,86,8
3,87,8
3,87,8
2,86,8
4,86,8
3,87,8
3,76,8
3,86,8
6,78,8
7,94,8
1,94,8
6,75,8
1,86,8
2,79,8
6,75,8
1,86,8
2,79,8
1,83,8
2,86,8
2,92,8
2,94,8
1,86,8
4,85,8
3,88,8
3,77,8
3,88,8
6,74,15
7,96,8
1,94,8
6,75,15
3,81,8
2,0,8
2,85,8
2,80,15
1,97,8
6,85,8
2,0,15
7,81,8
5,73,8
4,82,8
1,87,8
3,84,8
3,83,8
6,75,15
2,88,8
1,87,8
2,79,8
1,83,8
2,86,8
2,93,8
2,94,8
1,86,15
6,95,8
3,85,8
2,92,8
2,87,8
6,94,8
4,85,8
3,83,8
6,94,8
4,85,8
3,83,8
2,98,8
2,98,8
3,94,8
1,84,15
1,84,15
